Customer_ID,Total_Spent,Avg_Transaction,Num_Purchases,Avg_Rating,Returns,Age
1087,4331.63,1082.91,4,4.0,1,52
1088,132.87,132.87,1,5.0,0,58
1089,2722.98,680.74,4,4.75,0,21
1090,2289.66,1144.83,2,3.5,2,51
1091,1275.98,425.33,3,4.33,1,23
1092,211.89,211.89,1,5.0,0,67
1093,792.77,396.39,2,4.5,0,67
1094,1956.17,1956.17,1,5.0,0,58
1095,5121.63,2560.81,2,4.5,0,69
1096,5479.05,2739.52,2,4.5,0,28
1098,4649.92,1162.48,4,4.5,0,41
1099,4434.89,1108.72,4,4.25,0,24
1100,6018.3,752.29,8,4.75,1,50
1101,1238.7,1238.7,1,4.0,0,33
1102,2094.65,698.22,3,3.33,0,26
1103,3301.53,1650.77,2,3.0,0,26
1104,4405.27,629.32,7,4.57,1,49
1105,9617.45,1202.18,8,4.0,1,50
1106,2431.26,1215.63,2,3.5,0,25
1107,3062.09,1020.7,3,2.33,0,21
1108,6235.12,1247.02,5,3.8,0,28
1109,2385.57,795.19,3,3.67,1,58
1110,3946.93,986.73,4,3.75,0,65
1111,6073.82,1518.46,4,4.25,0,45
1112,5249.88,1049.98,5,4.4,0,67
1113,445.11,222.56,2,4.5,1,66
1114,4754.83,1584.94,3,3.67,0,48
1115,6464.43,1292.89,5,4.4,0,51
1116,6384.53,1596.13,4,4.0,1,21
1117,7979.2,1994.8,4,5.0,0,31
1118,2558.36,852.79,3,4.0,0,29
1119,206.56,206.56,1,5.0,0,32
1120,635.78,317.89,2,4.5,1,44
1121,5725.8,1431.45,4,5.0,0,27
1122,5581.8,797.4,7,4.57,0,30
1124,7129.43,1782.36,4,4.0,0,34
1125,5466.0,1366.5,4,2.75,0,29
1126,665.35,332.68,2,5.0,0,32
1127,2713.25,904.42,3,3.67,2,33
1128,2299.39,459.88,5,4.0,1,50
1129,4962.5,827.08,6,3.83,1,34
1130,2677.94,1338.97,2,3.5,1,65
1131,2272.11,2272.11,1,4.0,0,34
1132,7308.64,1218.11,6,3.83,0,27
1133,6568.26,1313.65,5,4.2,1,49
1134,2335.65,1167.82,2,3.0,0,43
1135,177.84,177.84,1,4.0,0,28
1136,5535.24,1107.05,5,4.8,0,29
1137,606.05,303.03,2,4.5,1,23
1138,1664.71,332.94,5,4.0,0,31
1139,6279.26,1255.85,5,4.8,0,32
1140,3276.46,1092.15,3,4.67,1,60
1142,2165.83,721.94,3,5.0,0,67
1143,2905.45,581.09,5,4.2,1,21
1144,3291.98,1645.99,2,5.0,0,31
1145,4051.68,810.34,5,4.4,0,30
1146,2737.96,1368.98,2,3.0,0,60
1147,6212.91,1553.23,4,5.0,1,28
1148,5612.53,1403.13,4,4.5,0,51
1149,1943.72,647.91,3,5.0,0,42
1150,123.27,123.27,1,5.0,0,42
1151,5466.67,1366.67,4,4.25,0,35
1152,1970.85,1970.85,1,5.0,0,50
1153,4264.99,1421.66,3,4.0,0,60
1154,5566.73,1113.35,5,4.0,1,39
1155,1044.01,522.01,2,5.0,0,29
1156,1219.58,406.53,3,3.67,0,21
1157,2513.5,837.83,3,4.33,0,42
1158,1173.75,391.25,3,4.67,0,53
1160,2469.77,617.44,4,4.5,1,19
1161,6846.8,1711.7,4,4.75,0,59
1162,1841.27,613.76,3,4.33,1,24
1163,4978.58,1659.53,3,3.67,1,66
1164,9088.66,1817.73,5,4.6,1,28
1165,5679.55,1419.89,4,4.25,0,30
1166,3939.41,1969.7,2,4.5,0,69
1167,3762.96,1881.48,2,4.0,0,57
1168,4806.45,1201.61,4,3.5,0,36
1170,9321.46,1331.64,7,4.57,0,34
1171,2231.09,743.7,3,3.67,0,24
1172,5345.82,1336.45,4,4.0,1,64
1174,2290.31,1145.16,2,5.0,0,50
1175,2692.42,673.1,4,3.25,0,52
1176,4989.74,831.62,6,4.83,1,56
1177,2978.85,992.95,3,5.0,1,64
1178,1641.98,273.66,6,4.67,0,48
1179,2891.19,963.73,3,4.67,0,58
1180,6503.82,1300.76,5,4.4,1,62
1181,2621.22,655.3,4,3.5,0,36
1182,1832.54,610.85,3,4.33,0,20
1183,5996.1,1199.22,5,5.0,2,32
1184,1018.51,339.5,3,5.0,0,38
1185,1177.77,588.89,2,3.0,0,28
1186,5866.49,1173.3,5,4.4,0,55
1187,4618.35,923.67,5,3.6,0,64
1188,2019.67,504.92,4,3.75,0,29
1189,2023.05,2023.05,1,5.0,0,37
1190,2622.88,874.29,3,4.0,0,58
1191,6009.99,858.57,7,4.43,0,37
1192,1150.06,383.35,3,5.0,0,41
1193,3586.38,1195.46,3,4.0,0,56
1194,6464.99,1616.25,4,4.75,0,54
1195,6589.35,2196.45,3,5.0,0,55
1196,4597.68,1149.42,4,4.75,0,20
1197,2820.1,1410.05,2,5.0,0,28
1198,5633.68,1877.89,3,5.0,0,67
1199,2783.39,1391.69,2,3.0,0,59
1200,5826.54,1456.63,4,4.0,1,51
1201,2867.05,1433.52,2,4.0,0,31
1202,4573.73,2286.87,2,4.0,0,60
1203,11683.78,2920.94,4,4.25,0,25
1204,1726.14,1726.14,1,4.0,0,38
1205,4437.15,1479.05,3,5.0,1,27
1206,446.21,446.21,1,3.0,0,57
1207,539.25,539.25,1,3.0,0,56
1208,1681.23,560.41,3,3.33,0,63
1209,8482.95,1696.59,5,3.2,0,45
1210,4517.72,752.95,6,3.67,1,59
1211,3037.76,1012.59,3,3.33,0,28
1212,2755.79,1377.9,2,4.0,0,62
1213,10035.86,1254.48,8,3.62,0,18
1214,7818.33,1954.58,4,4.75,0,18
1215,5557.68,926.28,6,4.17,1,64
1216,2800.44,700.11,4,3.0,1,35
1217,473.76,236.88,2,5.0,0,65
1218,5431.75,1357.94,4,4.25,0,40
1219,3581.1,1193.7,3,3.67,0,52
1220,4834.77,966.95,5,4.2,0,57
1221,5450.56,1816.85,3,4.33,1,47
1222,841.62,420.81,2,3.5,0,61
1223,6838.5,1139.75,6,4.83,0,53
1224,5280.52,880.09,6,3.33,0,46
1225,9102.16,1137.77,8,4.25,0,24
1226,6246.62,1561.65,4,2.5,0,69
1227,6603.91,1100.65,6,4.0,0,19
1228,9799.84,1399.98,7,4.57,0,59
1229,3363.68,1681.84,2,3.5,0,31
1230,2182.37,727.46,3,3.33,0,29
1231,6039.37,1207.87,5,4.2,0,65
1232,6778.57,1694.64,4,5.0,1,19
1233,5454.69,1818.23,3,4.67,0,50
1234,3595.38,1198.46,3,3.33,2,36
1235,3993.98,570.57,7,3.29,1,46
1236,4714.98,785.83,6,4.67,1,18
1237,5435.35,1358.84,4,3.75,1,60
1238,3301.01,550.17,6,4.0,1,24
1239,4619.46,2309.73,2,4.0,0,55
1240,2265.55,1132.77,2,4.0,0,48
1241,3186.46,1593.23,2,4.5,0,48
1242,2920.36,973.45,3,5.0,0,38
1243,2339.72,1169.86,2,3.5,0,35
1244,4683.92,1561.31,3,4.33,0,38
1246,4940.0,988.0,5,3.8,0,40
1247,1992.35,996.17,2,1.0,0,25
1248,1132.01,566.0,2,5.0,0,64
1249,4174.95,2087.48,2,3.5,1,69
1250,4522.31,904.46,5,4.8,0,19
1251,2290.45,1145.23,2,4.5,0,27
1252,8480.4,1211.49,7,4.57,1,44
1253,2382.39,1191.2,2,4.5,0,68
1254,4381.46,730.24,6,3.17,0,40
1255,1150.58,575.29,2,3.5,1,63
1256,3265.27,1632.64,2,4.5,0,42
1257,3812.33,953.08,4,4.5,1,47
1258,7517.79,1252.96,6,4.0,0,41
1259,1950.31,650.1,3,4.67,0,27
1260,2304.77,1152.38,2,4.0,0,63
1261,5621.72,1405.43,4,3.5,2,52
1262,924.86,924.86,1,4.0,0,50
1263,1659.46,1659.46,1,5.0,0,39
1264,3883.45,970.86,4,3.25,3,46
1265,4070.36,2035.18,2,3.0,0,69
1266,1993.44,498.36,4,3.75,1,48
1267,2719.63,1359.82,2,4.0,0,56
1268,2405.88,1202.94,2,3.0,1,51
1269,4742.76,790.46,6,4.67,0,18
1270,11524.97,1646.42,7,4.71,0,47
1271,517.76,517.76,1,5.0,0,30
1272,13962.58,1994.65,7,4.43,0,18
1273,4956.88,1239.22,4,3.75,1,40
1274,5216.75,1738.92,3,4.67,0,18
1275,3356.53,1118.84,3,4.0,0,41
1276,2298.23,766.08,3,4.0,0,53
1277,5338.75,1334.69,4,4.75,0,35
1279,5464.21,1821.4,3,4.0,0,22
1280,4077.36,1019.34,4,3.75,0,67
1281,1686.62,843.31,2,2.5,1,20
1282,8537.74,1422.96,6,3.83,1,53
1283,5712.15,1142.43,5,4.0,0,41
1284,1969.3,656.43,3,4.33,0,59
1285,2157.18,719.06,3,4.33,0,29
1286,2024.55,674.85,3,4.33,0,26
1287,3387.51,1129.17,3,4.33,1,34
1288,3339.24,1669.62,2,4.5,1,58
1289,1382.77,1382.77,1,5.0,0,53
1290,4458.48,1114.62,4,4.0,1,43
1291,2070.75,1035.38,2,5.0,1,52
1292,520.31,260.16,2,4.0,1,46
1293,5628.66,1407.17,4,3.25,0,50
1294,2701.67,1350.83,2,2.5,0,40
1295,2646.18,2646.18,1,5.0,0,52
1296,1094.14,364.71,3,4.33,0,58
1297,4228.57,1409.52,3,4.67,1,44
1298,1427.47,356.87,4,3.75,1,34
1299,1163.41,1163.41,1,2.0,0,59
1300,823.5,823.5,1,4.0,0,46
1301,8209.71,2052.43,4,4.75,0,54
1302,888.41,444.2,2,5.0,1,38
1303,3851.24,1283.75,3,4.33,0,21
1304,1821.09,910.54,2,4.0,0,21
1305,2558.32,852.77,3,4.33,2,27
1306,6869.09,1373.82,5,4.8,2,40
1307,4577.68,762.95,6,4.33,0,18
1308,3824.37,1912.18,2,4.5,0,47
1309,7031.88,1757.97,4,4.75,0,44
1310,5750.31,1437.58,4,5.0,1,44
1312,3065.2,1021.73,3,3.33,0,26
1313,5270.59,1317.65,4,4.25,0,65
1314,8107.41,1621.48,5,4.8,2,47
1315,686.34,686.34,1,3.0,0,43
1316,2418.42,806.14,3,4.67,0,24
1317,4341.26,1447.09,3,4.33,0,21
1319,2111.92,703.97,3,3.33,1,45
1320,8234.21,1372.37,6,4.83,0,69
1322,4905.76,1635.25,3,3.67,0,60
1323,3513.48,878.37,4,4.0,1,65
1324,6793.9,1698.48,4,4.5,0,45
1325,9510.08,1902.02,5,4.4,0,35
1326,8450.33,1690.07,5,4.8,0,22
1327,2243.92,560.98,4,4.5,1,35
1328,6136.02,2045.34,3,4.0,0,64
1329,3597.71,1199.24,3,4.0,0,64
1330,495.28,495.28,1,4.0,0,45
1331,3022.76,755.69,4,4.5,1,63
1332,2687.79,895.93,3,4.33,0,59
1333,4877.56,1625.85,3,4.33,1,33
1334,3776.07,1888.03,2,3.0,0,48
1335,2425.28,1212.64,2,3.5,0,43
1336,926.9,463.45,2,4.5,0,58
1337,1517.88,505.96,3,4.67,1,50
1338,630.82,630.82,1,4.0,0,51
1339,4119.12,823.82,5,4.8,1,32
1340,1427.11,713.56,2,4.0,0,20
1341,247.06,247.06,1,5.0,0,56
1342,4374.8,1458.27,3,5.0,0,23
1343,3976.73,795.35,5,3.4,0,56
1344,6613.16,1322.63,5,3.2,0,31
1346,962.76,962.76,1,5.0,0,36
1347,2049.45,683.15,3,4.0,1,50
1348,2498.63,1249.31,2,4.5,0,55
1349,2434.62,811.54,3,4.0,1,49
1350,1887.14,629.05,3,3.67,0,60
1351,2067.85,689.28,3,4.67,0,19
1352,4660.52,1553.51,3,4.0,0,63
1353,2041.94,1020.97,2,4.5,0,60
1354,3889.64,1944.82,2,3.5,2,31
1355,3093.8,618.76,5,4.2,1,27
1356,5198.47,1039.69,5,4.2,1,27
1357,2290.5,1145.25,2,3.0,0,25
1358,4083.58,2041.79,2,4.5,0,29
1359,1388.18,1388.18,1,5.0,0,59
1361,689.11,689.11,1,4.0,0,53
1362,4402.83,880.57,5,4.4,0,32
1363,1106.09,553.05,2,4.0,0,26
1364,160.71,160.71,1,2.0,0,55
1365,3901.61,780.32,5,4.4,1,36
1366,2192.82,438.56,5,3.4,0,21
1367,3817.13,763.43,5,4.4,0,52
1368,1435.32,717.66,2,3.0,0,54
1369,762.03,762.03,1,4.0,0,38
1370,8890.76,1481.79,6,4.17,0,30
1371,5768.56,1442.14,4,4.0,0,21
1372,3067.09,1022.36,3,4.67,0,41
1373,2066.78,2066.78,1,5.0,0,42
1374,1947.33,1947.33,1,5.0,0,37
1375,12580.37,1572.55,8,3.88,1,42
1376,2444.69,814.9,3,4.67,0,67
1377,3206.59,801.65,4,3.75,0,23
1378,8631.26,1438.54,6,4.0,1,34
1379,6447.08,1289.42,5,4.6,2,67
1380,5533.95,790.56,7,3.43,1,20
1381,432.98,216.49,2,3.0,0,46
1382,4487.16,897.43,5,4.6,1,64
1383,3409.76,681.95,5,4.4,0,42
1384,7065.36,2355.12,3,5.0,1,56
1385,2802.14,934.05,3,4.33,0,44
1386,7487.88,1069.7,7,3.71,1,45
1387,3382.19,1127.4,3,3.67,0,61
1388,491.0,491.0,1,5.0,0,51
1389,6635.52,1327.1,5,4.8,0,34
1390,2675.26,1337.63,2,4.0,0,24
1391,3945.25,986.31,4,4.75,0,36
1392,6456.57,1614.14,4,4.75,0,39
1393,5006.35,1251.59,4,5.0,0,61
1394,1314.59,657.29,2,4.5,1,69
1395,18501.38,1850.14,10,4.3,0,62
1396,3821.89,1910.95,2,4.5,0,42
1397,3244.3,811.07,4,3.75,1,44
1398,3269.67,3269.67,1,4.0,0,33
1399,1042.98,1042.98,1,5.0,0,62
1400,2880.37,960.12,3,4.0,0,60
1401,2702.44,900.81,3,4.33,1,21
1402,2426.03,808.68,3,4.33,0,64
1403,1832.85,610.95,3,4.0,0,31
1404,5525.33,1105.07,5,4.4,0,68
1405,631.05,631.05,1,5.0,1,26
1406,2184.8,1092.4,2,3.5,0,44
1407,1861.9,1861.9,1,5.0,0,34
1408,3832.38,1916.19,2,4.5,0,27
1409,3723.38,930.84,4,4.75,0,64
1410,1416.59,708.3,2,4.5,0,48
1411,3707.08,3707.08,1,3.0,0,28
1412,5002.83,1667.61,3,4.67,0,56
1413,1303.88,1303.88,1,5.0,1,45
1414,6852.14,978.88,7,4.71,0,40
1415,6395.04,1065.84,6,4.67,1,21
1416,1239.52,1239.52,1,4.0,0,32
1417,4462.42,2231.21,2,5.0,1,45
1418,3667.85,916.96,4,4.0,0,50
1419,4268.69,2134.34,2,5.0,0,31
1420,4627.34,925.47,5,5.0,2,58
1421,11522.4,1440.3,8,4.38,2,43
1422,4659.07,1164.77,4,4.5,1,44
1423,350.23,175.12,2,4.0,2,66
1424,75.16,75.16,1,4.0,0,45
1425,7743.21,2581.07,3,5.0,0,49
1426,4928.23,1642.74,3,5.0,0,50
1427,2828.2,942.73,3,3.33,0,60
1428,9869.22,1096.58,9,4.56,2,22
1429,92.16,92.16,1,4.0,0,40
1430,324.75,162.38,2,4.0,0,33
1431,2070.63,690.21,3,3.33,0,26
1432,6302.02,1260.4,5,4.8,0,50
1433,3325.65,665.13,5,3.8,0,62
1434,2238.51,746.17,3,4.33,0,68
1435,908.82,454.41,2,4.5,0,28
1436,1698.56,849.28,2,4.0,0,34
1437,2291.99,764.0,3,3.0,1,28
1438,8030.01,1147.14,7,3.57,0,53
1439,1540.56,770.28,2,3.0,0,20
1440,2406.75,481.35,5,4.0,0,33
1441,6508.63,1627.16,4,4.75,0,33
1442,2594.3,864.77,3,4.33,0,43
1443,9585.75,1597.62,6,4.33,0,33
1444,2819.51,1409.76,2,2.5,0,46
1445,10294.7,2058.94,5,4.6,0,62
1446,10073.94,1259.24,8,3.88,2,40
1447,2442.53,1221.27,2,3.5,0,39
1448,1486.21,743.1,2,2.5,0,25
1449,3970.57,992.64,4,4.5,0,54
1450,516.43,516.43,1,4.0,0,60
1451,41.09,41.09,1,4.0,0,53
1452,6648.41,1108.07,6,4.0,0,29
1453,2319.24,773.08,3,5.0,0,22
1454,3347.13,669.43,5,4.4,0,45
1455,2221.03,1110.52,2,4.5,0,47
1456,3986.1,797.22,5,4.4,0,19
1458,1654.0,827.0,2,5.0,1,42
1459,3310.28,1103.43,3,3.67,0,67
1460,4961.7,992.34,5,4.0,0,55
1461,2761.69,1380.85,2,4.5,0,26
1462,4309.54,861.91,5,3.8,0,55
1463,6022.44,1003.74,6,5.0,0,25
1464,110.04,110.04,1,5.0,1,54
1465,3735.49,1245.16,3,3.0,0,39
1466,1580.6,790.3,2,4.0,0,45
1467,8682.13,2170.53,4,4.25,0,54
1468,282.53,282.53,1,4.0,0,63
1469,643.49,643.49,1,1.0,0,61
1470,11061.65,1382.71,8,4.5,1,43
1471,7634.59,1526.92,5,4.4,0,32
1472,149.01,149.01,1,5.0,0,32
1473,6930.71,1386.14,5,3.4,1,20
1474,1836.32,1836.32,1,5.0,0,34
1475,4979.74,2489.87,2,5.0,0,50
1476,2355.12,588.78,4,3.75,0,41
1477,2114.14,528.54,4,4.5,0,26
1478,8892.65,1778.53,5,4.8,0,63
1479,3905.13,1301.71,3,3.67,0,49
1480,3642.97,910.74,4,4.5,0,53
1481,982.53,491.27,2,4.0,0,24
1482,1194.04,1194.04,1,5.0,0,49
1484,2308.51,769.5,3,4.33,0,60
1485,7542.03,1508.41,5,3.2,0,33
1486,2608.81,1304.4,2,5.0,0,62
1487,189.33,189.33,1,5.0,0,64
1488,3039.88,3039.88,1,4.0,0,18
1489,631.68,315.84,2,4.0,0,66
1490,6296.4,1574.1,4,4.5,1,27
1491,2709.27,1354.63,2,2.5,0,28
1492,6457.93,1291.59,5,3.8,0,69
1493,4176.65,1392.22,3,5.0,0,51
1494,4966.31,993.26,5,3.6,1,63
1495,6563.93,1312.79,5,3.4,0,36
1496,1069.35,1069.35,1,5.0,0,41
1497,5742.43,1914.14,3,4.33,1,18
1498,6072.15,1518.04,4,3.75,0,30
1499,6845.37,1711.34,4,4.25,0,53
1500,2058.16,2058.16,1,3.0,0,46
1501,9979.01,1995.8,5,4.6,1,34
1502,10147.86,1449.69,7,4.57,1,30
1503,1799.05,1799.05,1,4.0,0,34
1504,2820.35,1410.17,2,5.0,0,69
1505,7461.09,1065.87,7,3.43,0,49
1506,3580.85,1790.43,2,3.0,0,42
1507,9491.07,1581.84,6,3.0,1,59
1508,3665.62,1221.87,3,4.0,2,28
1509,2417.2,1208.6,2,3.0,0,68
1510,4857.79,1619.26,3,4.33,0,18
1511,2593.48,1296.74,2,4.5,0,49
1512,2636.08,1318.04,2,4.0,0,55
1513,1599.51,399.88,4,4.5,0,18
1514,4018.27,1339.42,3,3.0,1,65
1515,5570.55,1856.85,3,5.0,0,31
1516,1292.5,1292.5,1,1.0,0,25
1517,2834.84,944.95,3,4.33,0,30
1519,6888.26,984.04,7,4.29,0,52
1520,5523.42,1104.68,5,4.6,0,30
1521,2170.9,542.73,4,4.5,0,18
1522,9900.86,2475.22,4,3.5,0,60
1523,3347.26,669.45,5,4.4,1,68
1524,7087.96,1417.59,5,4.4,0,63
1525,690.22,690.22,1,4.0,0,39
1526,484.29,242.15,2,4.5,0,29
1527,12872.61,1609.08,8,3.75,0,68
1528,1080.82,360.27,3,3.0,0,27
1529,4120.14,686.69,6,4.17,1,55
1530,2249.87,749.96,3,4.0,0,27
1531,1051.9,525.95,2,5.0,0,24
1532,3987.19,1993.59,2,3.5,0,69
1533,4314.93,1438.31,3,3.0,0,39
1534,1315.49,438.5,3,4.67,0,27
1535,2863.8,572.76,5,4.6,1,68
1536,8143.14,2035.79,4,4.25,1,57
1537,3839.5,767.9,5,3.8,0,26
1538,1537.88,1537.88,1,5.0,0,25
1539,5880.1,1176.02,5,4.4,1,39
1540,700.11,350.05,2,4.5,0,60
1541,6409.63,1602.41,4,4.0,1,20
1542,1816.76,908.38,2,3.0,0,25
1543,1718.95,859.48,2,5.0,0,42
1544,1787.65,595.88,3,3.33,0,40
1545,7980.94,997.62,8,4.62,0,36
1546,4538.98,1512.99,3,4.0,0,53
1547,2867.81,955.94,3,3.0,1,40
1548,1641.31,547.1,3,4.67,0,36
1549,2930.99,977.0,3,4.33,1,22
1550,4788.9,957.78,5,3.8,1,65
1551,3963.94,990.99,4,4.5,0,18
1552,840.46,420.23,2,5.0,0,26
1553,3334.88,666.98,5,5.0,0,40
1554,2206.23,1103.11,2,4.0,0,19
1555,8294.53,1036.82,8,4.25,0,59
1556,4552.63,910.53,5,4.2,0,68
1557,1777.95,592.65,3,5.0,1,34
1558,4909.83,1227.46,4,3.75,0,68
1559,4751.3,950.26,5,4.4,1,34
1560,4222.37,1055.59,4,3.75,1,65
1561,329.26,164.63,2,4.5,0,36
1562,507.48,507.48,1,5.0,0,18
1564,4792.27,1198.07,4,2.75,0,18
1565,1684.2,842.1,2,4.5,0,43
1566,4183.37,1394.46,3,4.33,0,19
1567,3451.85,1150.62,3,2.67,0,39
1568,2995.15,1497.58,2,4.5,0,50
1569,2905.74,968.58,3,4.0,1,53
1570,478.95,478.95,1,2.0,0,64
1571,2980.92,1490.46,2,4.0,0,67
1572,4637.77,1545.92,3,4.33,0,29
1573,8469.2,1693.84,5,4.6,0,25
1574,4108.26,1027.07,4,3.0,0,35
1575,2009.02,669.67,3,3.67,0,57
1576,2181.64,1090.82,2,5.0,0,22
1577,3510.93,1755.47,2,4.0,0,39
1578,928.1,464.05,2,4.5,0,19
1579,3657.86,914.47,4,3.5,0,23
1580,1008.82,504.41,2,5.0,0,26
1581,5690.28,1138.06,5,4.4,2,28
1582,2481.03,827.01,3,4.67,0,65
1583,1270.07,635.03,2,5.0,0,67
1584,3242.75,1080.92,3,4.67,1,35
1585,2894.95,964.98,3,3.67,0,39
1586,1409.85,1409.85,1,4.0,0,53
1587,9156.29,1831.26,5,3.6,0,64
1588,8224.01,1644.8,5,3.8,0,33
1589,3182.7,1060.9,3,4.33,1,47
1590,456.17,456.17,1,4.0,0,34
1591,2544.64,848.21,3,3.33,0,25
1592,955.35,955.35,1,5.0,0,46
1593,6201.29,1033.55,6,3.67,1,28
1594,3777.26,1259.09,3,5.0,0,38
1595,3563.11,890.78,4,4.25,0,65
1596,2092.59,418.52,5,4.4,1,58
1597,4318.51,1079.63,4,4.5,0,40
1598,8307.57,2076.89,4,4.75,1,36
1599,5697.69,1424.42,4,3.5,1,39
1600,3611.52,1203.84,3,3.67,0,69
1601,2976.73,992.24,3,4.0,0,55
1602,3625.9,1208.63,3,4.33,1,18
1603,7697.15,2565.72,3,4.67,0,32
1604,12342.76,2057.13,6,4.5,0,33
1605,7790.69,1298.45,6,4.5,0,58
1606,2398.57,1199.29,2,5.0,0,32
1607,5162.46,1032.49,5,4.2,0,58
1608,3449.66,1149.89,3,4.0,0,54
1609,4886.75,1221.69,4,4.75,0,32
1610,6671.91,1111.99,6,4.17,0,36
1611,3896.19,974.05,4,4.0,1,58
1612,3191.95,1595.97,2,4.5,0,55
1613,2732.46,1366.23,2,5.0,1,49
1614,4132.93,590.42,7,4.0,1,59
1615,4911.36,982.27,5,4.0,0,22
1616,4064.89,1016.22,4,4.5,0,36
1617,4869.29,608.66,8,4.5,2,38
1618,1489.22,496.41,3,4.33,1,65
1619,4859.77,1619.92,3,4.33,0,24
1620,4387.65,1096.91,4,3.75,0,30
1621,6206.85,2068.95,3,4.33,0,48
1622,1319.15,439.72,3,4.33,0,18
1623,397.68,397.68,1,5.0,0,55
1624,1848.76,616.25,3,4.67,0,32
1625,4119.36,2059.68,2,4.5,1,68
1626,4865.09,1216.27,4,4.5,0,46
1627,3195.51,798.88,4,4.75,1,47
1628,2322.91,774.3,3,4.67,0,40
1629,5194.59,1731.53,3,4.33,0,43
1630,693.6,693.6,1,5.0,0,45
1631,6562.45,1640.61,4,4.75,1,26
1633,3050.63,610.13,5,4.6,0,22
1634,4675.31,2337.65,2,4.5,0,62
1635,2933.71,2933.71,1,4.0,0,41
1636,3938.68,984.67,4,4.0,0,37
1637,2588.52,1294.26,2,3.5,0,64
